"UPC","Description","Cat","Parent Brand","Brand","HHID","Store","date","qty","price","Online"
88491201279,"HBO W/CINNAMON BUNCHES","RTE Cereal","Post","Honey Bunches of Oats",43127,12,"19-04-01",1,3.79,0
2190845558,"CEREAL PURLEY O","RTE Cereal","Cascadian Farm","CASCADIAN FARM",178526,12,"19-09-28",1,4.19,0
1600012399,"GENERAL MILLS LUCKY CHARMS TOASTED OAT BOX FROSTED 10.5 OZ - 0016000123991","RTE Cereal","Big G","Lucky Charms",223640,19,"20-07-10",1,3.79,0
1600048792,"GM HONEY NUT CHEX CEREAL","RTE Cereal","Big G","Chex",7344,10,"20-08-05",1,4.29,0
3000006322,"QKR LIFE CER CINN 13 OZ","RTE Cereal","Quaker","LIFE",110931,1,"21-05-10",2,7.98,0
1600012506,"GM HON NT CHERIOS 15.4Z","RTE Cereal","Big G","CHEERIOS",367438,9,"21-06-28",1,3.79,0
1600012593,"GM CINN TST CRNCH 16.8Z","RTE Cereal","Big G","TOAST CRUNCH",251286,12,"19-04-27",1,4.39,0
1600012222,"GENERAL MILLS REESES PEANUT BUTTER WHOLE GRAIN OAT BOX FROSTED 11.5 OZ - 0016000122221","RTE Cereal","Big G","REESES PUFFS",341730,10,"19-12-03",1,3.49,0
3800020036,"KELLOGG'S® SPECIAL K® CHOCOLATEY DELIGHT CEREAL","RTE Cereal","Kelloggs","SPECIAL K",313111,16,"20-11-08",1,3.59,0
3800019987,"KELLOGG RAISIN BRAN","RTE Cereal","Kelloggs","Raisin Bran",221814,19,"21-12-27",2,7.98,0
1600015764,"GM BASIC 4 CRL 19.8Z","RTE Cereal","Big G","Basic 4",6065,22,"20-05-02",1,4.69,0
1600014154,"GM CN TST CRNCH CRL CP 12","RTE Cereal","Big G","TOAST CRUNCH",78375,17,"19-02-23",2,2.38,0
3800019924,"KLG KRAVECHOCOLATE11.4Z","RTE Cereal","Kelloggs","Krave",230200,1,"21-04-05",1,4.79,0
1600012254,"GENERAL MILLS CINNAMON TOAST CRUNCH CINNAMON TOAST WHOLE WHEAT AND RICE BOX SWEETENED 12 OZ - 0016000122541","RTE Cereal","Big G","TOAST CRUNCH",360733,13,"20-11-07",2,7.58,0
2190840772,"CSCDN ORG DRK CHC GRANOLA","RTE Cereal","Cascadian Farm","CASCADIAN FARM",207230,9,"20-08-24",1,4.19,1
3800019989,"KELLOGG RAISIN BRAN","RTE Cereal","Kelloggs","Raisin Bran",164783,15,"19-07-10",1,4.79,0
88491211460,"POST RAISIN BRAN CEREAL","RTE Cereal","Post","POST RAISIN BRAN",335214,15,"20-07-17",1,3.99,0
1600012506,"GM HON NT CHERIOS 15.4Z","RTE Cereal","Big G","CHEERIOS",360976,6,"19-12-10",1,3.69,0
3000006322,"QKR LIFE CER CINN 13 OZ","RTE Cereal","Quaker","LIFE",130273,14,"20-01-21",1,3.99,0
88491201426,"POST HBO HNY ROSTD 18Z","RTE Cereal","Post","Honey Bunches of Oats",356002,7,"20-04-18",2,9.38,0
3800019934,"KEL FRST BTSZ MNI WHTS","RTE Cereal","Kelloggs","Mini Wheats",371928,12,"21-06-21",1,4.19,0
1600016345,"GM HNT CHEERIOS MD16.7Z","RTE Cereal","Big G","CHEERIOS",169073,19,"20-10-03",1,4.69,0
1600027526,"G M CHEERIOS CEREAL","RTE Cereal","Big G","CHEERIOS",223910,19,"19-06-04",2,7.38,0
88491211171,"POST HONEY COMB 12.5Z","RTE Cereal","Post","Honeycomb",198998,10,"20-08-16",1,3.49,0
1600016264,"GM LC HNY CLVR 10.9OZ","RTE Cereal","Big G","Lucky Charms",217086,22,"20-11-12",1,3.79,0
5844977020,"Natures Path Heritage Grain Cereal","RTE Cereal","NATURE S PATH","NATURE S PATH",251544,23,"19-07-21",1,4.49,0
65585200026,"AURORA VANILLA CR GRANOLA","RTE Cereal","All Other","AURORA NATURAL",297126,26,"20-07-16",1,5.79,0
3800019904,"KLG FRST FLK 13.5Z","RTE Cereal","Kelloggs","FROSTED FLAKES",375729,19,"19-08-23",1,3.99,0
85514000268,"PURELIZ GRANCHOC SSLT8Z","RTE Cereal","All Other","PURELY ELIZABETH",191169,26,"20-07-13",2,11.98,0
3800019849,"KLG APL JACKS10.1Z","RTE Cereal","Kelloggs","APPLE JACKS",121748,11,"19-11-18",1,3.69,0
2190845557,"MULTI GRAIN SQUARES","RTE Cereal","Cascadian Farm","CASCADIAN FARM",219746,7,"21-04-11",1,3.99,0
60265217184,"KIND CLUSTER CINN OAT FLX SEED","RTE Cereal","Mars","KIND",175933,15,"19-10-26",1,5.19,0
3800019871,"KLG CORN POPS 10Z","RTE Cereal","Kelloggs","Corn Pops",426684,2,"20-07-31",1,4.19,0
3000056678,"QUAKER KIDS ORGNC WHL GRN BTS BLUBRY PK","RTE Cereal","Quaker","OTHER QUAKER",258705,26,"19-07-01",1,3.38,0
88491212965,"PST CC PEBLES FAMILY SIZE","RTE Cereal","Post","Pebbles",297293,10,"20-02-15",1,4.19,0
3800020070,"KELLOGG'S® SPECIAL K® PROTEIN CINNAMON BROWN SUGAR CRUNCH CEREAL","RTE Cereal","Kelloggs","SPECIAL K",228693,6,"20-08-29",1,3.69,0
3800063530,"KLG FROOT LOOPS 1.5OZ","RTE Cereal","Kelloggs","Froot Loops",279480,11,"21-10-26",1,1.19,0
3800018177,"KELL FROSTED FLAKES FMLY","RTE Cereal","Kelloggs","FROSTED FLAKES",246615,11,"21-04-13",1,5.49,0
3800018177,"KELL FROSTED FLAKES FMLY","RTE Cereal","Kelloggs","FROSTED FLAKES",153693,1,"21-01-13",1,5.49,0
1600012593,"GM CINN TST CRNCH 16.8Z","RTE Cereal","Big G","TOAST CRUNCH",70828,40,"21-02-20",2,8.78,1
1862770321,"KASHI GOLEAN CEREAL13.1","RTE Cereal","Kashi","Kashi",155314,8,"19-04-28",1,3.79,0
1600016254,"GM CHEERIOS CIN L 14.3Z","RTE Cereal","Big G","CHEERIOS",230484,6,"20-06-12",1,4.59,0
3800001611,"KELLOGG'S® SPECIAL K® CEREAL","RTE Cereal","Kelloggs","SPECIAL K",49666,15,"21-07-27",1,4.19,0
1600012315,"GM HON NT CHERIOS 19.5Z","RTE Cereal","Big G","CHEERIOS",329743,12,"19-01-04",1,4.59,0
88491200245,"POST FRUITY PEBBLES","RTE Cereal","Post","Pebbles",175637,14,"21-03-14",1,4.79,0
1600012399,"GENERAL MILLS LUCKY CHARMS TOASTED OAT BOX FROSTED 10.5 OZ - 0016000123991","RTE Cereal","Big G","Lucky Charms",35515,5,"19-11-29",1,3.79,0
3800020030,"KELLOGG'S® SPECIAL K® BLUEBERRY LEMON CEREAL","RTE Cereal","Kelloggs","SPECIAL K",88825,8,"20-09-11",2,7.98,0
1600043268,"NATURE VALLEY OATS & HONEY GRANOLA","RTE Cereal","Big G","NATURE VALLEY",279740,17,"20-10-16",2,8.98,0
88491200680,"POST HBO HONEY ROASTED VALUE S","RTE Cereal","Post","Honey Bunches of Oats",22745,21,"20-12-26",1,5.19,0
3000006083,"QKR LIFE CER CINN 18 OZ","RTE Cereal","Quaker","LIFE",447173,13,"21-12-17",1,5.39,1
1600012479,"GENERAL MILLS HONEY NUT CHEERIOS HONEY NUT WHOLE GRAIN OAT BOX SWEETENED 10.8 OZ - 0016000124791","RTE Cereal","Big G","CHEERIOS",352197,15,"19-02-02",1,3.29,0
3800019955,"KELLOGG FRST MNI WHT BITES","RTE Cereal","Kelloggs","Mini Wheats",274272,13,"20-08-05",1,4.19,0
3800019953,"KELL LTL BITES CHOC","RTE Cereal","Kelloggs","Mini Wheats",75796,8,"20-06-14",1,4.19,0
3800059923,"KELLOGG SPEC K RED BERRIES","RTE Cereal","Kelloggs","SPECIAL K",89876,8,"19-03-25",1,3.99,0
3800019621,"KELLOGG'S® SPECIAL K® PROTEIN HONEY ALMOND ANCIENT GRAINS CEREAL","RTE Cereal","Kelloggs","SPECIAL K",374192,27,"21-04-21",2,7.38,0
3800063530,"KLG FROOT LOOPS 1.5OZ","RTE Cereal","Kelloggs","Froot Loops",334797,21,"19-03-05",10,12.5,0
2190874331,"CASCADIAN OATS N HNY GM CRL","RTE Cereal","Cascadian Farm","CASCADIAN FARM",58562,42,"20-04-17",1,3.99,1
88491201427,"POST HBO W/ALMOND 18OZ","RTE Cereal","Post","Honey Bunches of Oats",259828,11,"21-01-12",1,4.39,0
1600012315,"GM HON NT CHERIOS 19.5Z","RTE Cereal","Big G","CHEERIOS",116295,17,"19-05-16",1,4.59,0
5844989037,"NATURE PATH GRAN GF HNY ALM","RTE Cereal","NATURE S PATH","NATURE S PATH",99005,7,"19-05-24",1,5.39,0
3800019849,"KLG APL JACKS10.1Z","RTE Cereal","Kelloggs","APPLE JACKS",199823,25,"20-06-28",1,3.59,0
88397832241,"MOMBST SFRI CCCRNCH 12Z","RTE Cereal","Moms Best","MOMS BEST",82232,23,"21-12-07",1,2.99,0
1600015128,"GEN MILLS COCOA PUFFS CEREAL","RTE Cereal","Big G","Cocoa Puffs",196103,22,"19-11-09",1,3.79,0
1600027515,"GM MULTI-GRAIN CHEERIOS","RTE Cereal","Big G","CHEERIOS",149635,7,"19-01-16",2,7.58,0
88491236574,"POST FRTY PBLS CRSP 6Z","RTE Cereal","Post","Pebbles",424469,10,"21-05-17",3,10.47,0
1600027579,"GM CHOCOLATE LUCKY CHARMS","RTE Cereal","Big G","Lucky Charms",60359,25,"19-02-16",1,3.49,0
88491227311,"POST OREO OS CER 11Z","RTE Cereal","Post","Post Cookies - Oreo, NutterButter, Chips Ahoy",172103,15,"20-03-13",1,4.49,0
1600048795,"CHEX FAMILY SIZE RICE CER","RTE Cereal","Big G","Chex",93155,12,"20-02-22",1,4.99,0
3800019975,"KELL RAISIN BRN CRNCH FS","RTE Cereal","Kelloggs","Raisin Bran",201915,11,"19-06-08",1,4.79,0
3997800173,"BOB GRNLA MPL SS 11Z","RTE Cereal","BOBS RED MILL","BOBS RED MILL",67215,8,"21-01-21",1,5.49,0
1600048795,"CHEX FAMILY SIZE RICE CER","RTE Cereal","Big G","Chex",416851,15,"21-06-15",1,4.99,0
3000006531,"CAP CRNCH QKR CRL 14 OZ","RTE Cereal","Quaker","Cap'n Crunch",303550,11,"21-01-01",1,3.19,0
3800014371,"KELLOGG'S® SPECIAL K® RED BERRIES CEREAL","RTE Cereal","Kelloggs","SPECIAL K",322528,7,"20-04-02",1,5.19,0
88397832241,"MOMBST SFRI CCCRNCH 12Z","RTE Cereal","Moms Best","MOMS BEST",320136,1,"21-03-14",1,2.99,0
3800019859,"KLG COCOA KRISPIES15.5Z","RTE Cereal","Kelloggs","RICE KRISPIES/COCOA KRISPIES",137047,13,"21-11-12",1,4.49,0
1600012025,"GENERAL MILLS GOLDEN GRAHAMS GRAHAM WHOLE GRAIN WHEAT BOX 11.7 OZ - 0016000120251","RTE Cereal","Big G","Golden Grahams",74012,17,"19-02-03",1,3.79,0
3800019859,"KLG COCOA KRISPIES15.5Z","RTE Cereal","Kelloggs","RICE KRISPIES/COCOA KRISPIES",83233,23,"19-08-29",1,4.49,0
1600012506,"GM HON NT CHERIOS 15.4Z","RTE Cereal","Big G","CHEERIOS",39701,9,"20-03-21",1,3.79,0
1600012499,"GENERAL MILLS LUCKY CHARMS REGULAR WHOLE GRAIN OAT BOX FROSTED 14.9 OZ - 0016000124991","RTE Cereal","Big G","Lucky Charms",17195,18,"20-01-13",1,4.19,0
3800019934,"KEL FRST BTSZ MNI WHTS","RTE Cereal","Kelloggs","Mini Wheats",319853,32,"20-12-20",1,4.19,1
88491212611,"POST GRT GRN RA DATE PECAN","RTE Cereal","Post","GREAT GRAINS",62975,7,"20-04-11",1,4.19,0
3800000120,"KLG CORN FLAKES 18 OZ","RTE Cereal","Kelloggs","CORN FLAKES",349413,15,"21-05-17",1,5.99,0
1600015129,"GMI COCOA PUFFS CEREAL LG","RTE Cereal","Big G","Cocoa Puffs",88188,8,"20-02-17",1,4.79,0
1600015128,"GEN MILLS COCOA PUFFS CEREAL","RTE Cereal","Big G","Cocoa Puffs",126771,7,"20-08-23",1,3.79,0
1600015781,"GM RAISIN NUT BRN 20.8Z","RTE Cereal","Big G","Raisin Nut Bran",390904,25,"20-09-09",1,4.59,0
1600027526,"G M CHEERIOS CEREAL","RTE Cereal","Big G","CHEERIOS",181917,9,"20-05-14",1,3.69,0
3800001611,"KELLOGG'S® SPECIAL K® CEREAL","RTE Cereal","Kelloggs","SPECIAL K",150516,7,"19-04-05",1,3.99,0
3800019989,"KELLOGG RAISIN BRAN","RTE Cereal","Kelloggs","Raisin Bran",412663,1,"21-10-20",1,4.99,0
3800014371,"KELLOGG'S® SPECIAL K® RED BERRIES CEREAL","RTE Cereal","Kelloggs","SPECIAL K",166830,40,"21-06-21",1,5.19,1
3800063570,"KLG FROSTED FLAKES 2.1Z","RTE Cereal","Kelloggs","FROSTED FLAKES",248332,17,"19-08-13",1,1.25,0
88491212974,"PST FRTY PBLS FAMILY SIZE","RTE Cereal","Post","Pebbles",27080,20,"19-06-05",1,3.99,0
3000006567,"QKR CAP'N CRNCH CRNCHBRY","RTE Cereal","Quaker","Cap'n Crunch",273107,11,"20-02-23",1,3.19,0
3800018177,"KELL FROSTED FLAKES FMLY","RTE Cereal","Kelloggs","FROSTED FLAKES",319829,16,"21-10-21",1,5.49,1
761303214259,"CERLC WHT FLR CRL17.64Z","RTE Cereal","All Other","All Other",337033,11,"20-04-01",1,7.99,0
1600048794,"GEN MILLSCHEX-RICE CEREAL","RTE Cereal","Big G","Chex",256942,5,"21-08-13",1,3.99,0
1600012254,"GENERAL MILLS CINNAMON TOAST CRUNCH CINNAMON TOAST WHOLE WHEAT AND RICE BOX SWEETENED 12 OZ - 0016000122541","RTE Cereal","Big G","TOAST CRUNCH",337113,5,"19-03-31",2,6.98,0
1600027526,"G M CHEERIOS CEREAL","RTE Cereal","Big G","CHEERIOS",233413,11,"19-03-07",1,3.69,0
1600048789,"GM CINNAMON CHEX CEREAL","RTE Cereal","Big G","Chex",336995,22,"19-02-13",1,3.99,0
3800063530,"KLG FROOT LOOPS 1.5OZ","RTE Cereal","Kelloggs","Froot Loops",152503,12,"21-09-08",2,2.58,0
3800020074,"KELLOGG'S® SPECIAL K® RED BERRIES CEREAL","RTE Cereal","Kelloggs","SPECIAL K",24543,16,"20-03-02",1,3.59,0
1600012506,"GM HON NT CHERIOS 15.4Z","RTE Cereal","Big G","CHEERIOS",68319,11,"20-04-11",1,3.99,0
65585200523,"AURORA CRUNCRAN GRAN","RTE Cereal","All Other","AURORA NATURAL",195208,2,"20-06-29",1,5.79,0
1600010371,"GMI CHEX RICE CEREAL CINNAMON MID SIZE","RTE Cereal","Big G","Chex",154652,27,"20-10-04",1,4.29,0
1600027526,"G M CHEERIOS CEREAL","RTE Cereal","Big G","CHEERIOS",426504,10,"20-12-26",1,3.69,1
3800078704,"KELLOGG'S® SPECIAL K® CINNAMON PECAN CEREAL","RTE Cereal","Kelloggs","SPECIAL K",129388,10,"19-09-06",1,3.99,0
1862770321,"KASHI GOLEAN CEREAL13.1","RTE Cereal","Kashi","Kashi",311865,12,"19-08-13",2,7.98,0
3800020003,"KLG RICE KRISPIES 18Z","RTE Cereal","Kelloggs","RICE KRISPIES/COCOA KRISPIES",127167,9,"19-02-25",1,5.19,0
1862770321,"KASHI GOLEAN CEREAL13.1","RTE Cereal","Kashi","Kashi",31001,9,"19-01-30",2,7.58,0
88491201425,"POST HBO W/ ALMND 14.5OZ","RTE Cereal","Post","Honey Bunches of Oats",81560,22,"20-04-09",1,3.99,0
3800063530,"KLG FROOT LOOPS 1.5OZ","RTE Cereal","Kelloggs","Froot Loops",325321,12,"20-06-26",6,7.74,0
88491211171,"POST HONEY COMB 12.5Z","RTE Cereal","Post","Honeycomb",258145,19,"19-05-28",1,3.49,0
1600010371,"GMI CHEX RICE CEREAL CINNAMON MID SIZE","RTE Cereal","Big G","Chex",140726,23,"21-09-06",1,4.69,0
88491212965,"PST CC PEBLES FAMILY SIZE","RTE Cereal","Post","Pebbles",245261,1,"20-10-10",1,4.19,0
1600016264,"GM LC HNY CLVR 10.9OZ","RTE Cereal","Big G","Lucky Charms",85424,13,"20-11-19",1,3.79,0
3800019904,"KLG FRST FLK 13.5Z","RTE Cereal","Kelloggs","FROSTED FLAKES",111417,14,"20-12-15",1,3.99,0
1600016969,"REESES PUFFS CEREAL","RTE Cereal","Big G","REESES PUFFS",431582,22,"21-09-26",1,4.99,0
1600027526,"G M CHEERIOS CEREAL","RTE Cereal","Big G","CHEERIOS",143774,25,"21-02-02",1,3.69,0
1600012254,"GENERAL MILLS CINNAMON TOAST CRUNCH CINNAMON TOAST WHOLE WHEAT AND RICE BOX SWEETENED 12 OZ - 0016000122541","RTE Cereal","Big G","TOAST CRUNCH",392128,21,"21-08-04",1,3.79,0
3000006119,"QKR LIFE CEREAL 18 OZ","RTE Cereal","Quaker","LIFE",292513,23,"21-05-17",1,4.99,0
3800019934,"KEL FRST BTSZ MNI WHTS","RTE Cereal","Kelloggs","Mini Wheats",62206,20,"19-07-26",1,3.99,0
88491211171,"POST HONEY COMB 12.5Z","RTE Cereal","Post","Honeycomb",401218,17,"21-07-22",1,3.49,0
3800020078,"KELLOGG'S® SPECIAL K® VANILLA ALMOND CEREAL","RTE Cereal","Kelloggs","SPECIAL K",246156,11,"20-04-27",1,3.69,0
1600012222,"GENERAL MILLS REESES PEANUT BUTTER WHOLE GRAIN OAT BOX FROSTED 11.5 OZ - 0016000122221","RTE Cereal","Big G","REESES PUFFS",19954,11,"21-01-30",1,3.49,0
88491211650,"SELECTS BANANA NUT CRUNCH","RTE Cereal","Post","SELECTS",406760,20,"20-08-11",1,4.19,0
3800063570,"KLG FROSTED FLAKES 2.1Z","RTE Cereal","Kelloggs","FROSTED FLAKES",354674,13,"19-10-13",1,1.25,0
1600027567,"KIX CEREAL","RTE Cereal","Big G","Kix",399413,2,"21-10-11",1,5.19,0
3800019891,"KLG FRT LPS MLWS 10.5Z","RTE Cereal","Kelloggs","Froot Loops",198678,12,"19-09-25",1,3.99,0
3800023495,"KLG FRTLOOPS TROP 10.1Z","RTE Cereal","Kelloggs","Froot Loops",226239,1,"21-06-06",1,3.99,0
1600012506,"GM HON NT CHERIOS 15.4Z","RTE Cereal","Big G","CHEERIOS",21401,2,"19-06-29",1,3.69,0
3800001621,"KELLOGG'S® SPECIAL K® CEREAL","RTE Cereal","Kelloggs","SPECIAL K",191417,18,"20-10-04",2,11.98,0
88491212974,"PST FRTY PBLS FAMILY SIZE","RTE Cereal","Post","Pebbles",44682,17,"19-08-05",1,4.19,0
1600012572,"LUCKY CHARMS FROSTED FLK","RTE Cereal","Big G","Lucky Charms",271947,1,"19-02-01",2,7.58,0
3000006507,"QKR CAP'N CRNCH PNUTBTTR","RTE Cereal","Quaker","Cap'n Crunch",43344,20,"19-09-26",2,8.58,0
88491211460,"POST RAISIN BRAN CEREAL","RTE Cereal","Post","POST RAISIN BRAN",170213,20,"20-10-29",1,3.99,0
1600015707,"GM REESES BIG PFFS15.5Z","RTE Cereal","Big G","REESES PUFFS",325316,20,"20-06-29",1,4.99,0
3800019886,"KLG FROOT LOOPS 10.1Z","RTE Cereal","Kelloggs","Froot Loops",27477,26,"20-12-27",1,3.99,0
1600014511,"GM CIN TSTCHR CHUR11.9Z","RTE Cereal","Big G","TOAST CRUNCH",40794,15,"19-03-10",1,4.99,0
5844977155,"NATPTH ORG GF CRNCHY VAN","RTE Cereal","NATURE S PATH","NATURE S PATH",267595,21,"19-07-13",1,4.49,0
3800019924,"KLG KRAVECHOCOLATE11.4Z","RTE Cereal","Kelloggs","Krave",235384,20,"19-08-26",1,4.49,0
3000006507,"QKR CAP'N CRNCH PNUTBTTR","RTE Cereal","Quaker","Cap'n Crunch",112954,15,"21-10-04",4,17.16,0
3800019989,"KELLOGG RAISIN BRAN","RTE Cereal","Kelloggs","Raisin Bran",152409,10,"21-02-10",1,4.59,0
1862770317,"KSHI ORG PRMS CIN HARVEST","RTE Cereal","Kashi","Kashi",51128,23,"20-03-21",2,7.98,0
1600027515,"GM MULTI-GRAIN CHEERIOS","RTE Cereal","Big G","CHEERIOS",188424,22,"19-08-25",1,3.79,0
1600048772,"G M CHEERIOS CEREAL","RTE Cereal","Big G","CHEERIOS",13644,14,"20-07-16",1,4.29,0
3800019886,"KLG FROOT LOOPS 10.1Z","RTE Cereal","Kelloggs","Froot Loops",8098,6,"19-05-05",1,3.69,0
1600027529,"GEN MILLSRSN NUT BRN CEREAL","RTE Cereal","Big G","Raisin Nut Bran",382187,6,"19-08-04",1,4.79,0
3800019953,"KELL LTL BITES CHOC","RTE Cereal","Kelloggs","Mini Wheats",111915,7,"19-07-02",2,7.98,0
1600012756,"GM LCKYCHRM CERSTP10.5Z","RTE Cereal","Big G","Lucky Charms",295352,5,"20-03-19",1,3.79,0
1600048772,"G M CHEERIOS CEREAL","RTE Cereal","Big G","CHEERIOS",353718,24,"21-08-24",1,4.29,0
88491200672,"MARSHMALLOW FRUITY PEBBLES","RTE Cereal","Post","Pebbles",226331,10,"20-12-06",1,3.59,0
88491201425,"POST HBO W/ ALMND 14.5OZ","RTE Cereal","Post","Honey Bunches of Oats",80972,2,"20-10-01",2,7.98,0
3800019859,"KLG COCOA KRISPIES15.5Z","RTE Cereal","Kelloggs","RICE KRISPIES/COCOA KRISPIES",271622,22,"19-07-08",2,8.98,0
1600012254,"GENERAL MILLS CINNAMON TOAST CRUNCH CINNAMON TOAST WHOLE WHEAT AND RICE BOX SWEETENED 12 OZ - 0016000122541","RTE Cereal","Big G","TOAST CRUNCH",202955,15,"19-09-19",1,3.79,0
88491201426,"POST HBO HNY ROSTD 18Z","RTE Cereal","Post","Honey Bunches of Oats",358002,16,"19-03-26",1,3.99,0
1862710443,"DARK COCOA KARMA CEREAL","RTE Cereal","Kashi","Kashi",211534,12,"19-07-27",1,3.99,0
3800019859,"KLG COCOA KRISPIES15.5Z","RTE Cereal","Kelloggs","RICE KRISPIES/COCOA KRISPIES",86351,7,"21-04-17",1,3.99,0
88491212965,"PST CC PEBLES FAMILY SIZE","RTE Cereal","Post","Pebbles",143891,7,"20-01-12",1,4.19,0
1600048798,"GM CEREAL CHEX VAN CEREAL","RTE Cereal","Big G","Chex",123659,10,"19-11-21",1,3.99,0
1600012399,"GENERAL MILLS LUCKY CHARMS TOASTED OAT BOX FROSTED 10.5 OZ - 0016000123991","RTE Cereal","Big G","Lucky Charms",225398,21,"20-07-11",1,3.79,0
1600048772,"G M CHEERIOS CEREAL","RTE Cereal","Big G","CHEERIOS",114022,14,"21-08-29",1,4.29,0
1600048771,"GM CHEERIOS MULTI GRAIN","RTE Cereal","Big G","CHEERIOS",88170,21,"19-11-04",1,5.29,0
1600012253,"GM CINN TST CRNCH 19.3Z","RTE Cereal","Big G","TOAST CRUNCH",110138,2,"21-03-17",1,4.69,0
1600012683,"GM LUCKY CHARMS 19.3Z","RTE Cereal","Big G","Lucky Charms",72691,16,"19-09-24",1,4.49,0
1600048792,"GM HONEY NUT CHEX CEREAL","RTE Cereal","Big G","Chex",140800,9,"20-11-08",3,12.87,0
88491200681,"POST HBO ALMOND VALUE SIZE","RTE Cereal","Post","Honey Bunches of Oats",18301,7,"19-05-01",1,5.19,0
1600012253,"GM CINN TST CRNCH 19.3Z","RTE Cereal","Big G","TOAST CRUNCH",81673,17,"19-08-27",1,4.69,0
1600012254,"GENERAL MILLS CINNAMON TOAST CRUNCH CINNAMON TOAST WHOLE WHEAT AND RICE BOX SWEETENED 12 OZ - 0016000122541","RTE Cereal","Big G","TOAST CRUNCH",143444,8,"19-08-25",1,3.49,0
3800019220,"KLG RCE KRSP STRW 11.5Z","RTE Cereal","Kelloggs","RICE KRISPIES/COCOA KRISPIES",141061,14,"19-01-19",1,2.5,0
3800021346,"KLLGG LICENSED BRANDS CEREAL DISNEY","RTE Cereal","Kelloggs","Kellogg Character Cereal",262212,8,"20-01-22",1,3.79,0
1600012399,"GENERAL MILLS LUCKY CHARMS TOASTED OAT BOX FROSTED 10.5 OZ - 0016000123991","RTE Cereal","Big G","Lucky Charms",76967,19,"19-03-15",1,3.79,0
88491212971,"POST FRUITY PEBBLE 11Z","RTE Cereal","Post","Pebbles",417434,17,"21-08-28",1,3.59,0
3800019904,"KLG FRST FLK 13.5Z","RTE Cereal","Kelloggs","FROSTED FLAKES",271195,2,"20-06-01",1,3.99,0
3800019953,"KELL LTL BITES CHOC","RTE Cereal","Kelloggs","Mini Wheats",311855,7,"21-03-22",1,3.79,0
3800019904,"KLG FRST FLK 13.5Z","RTE Cereal","Kelloggs","FROSTED FLAKES",227952,22,"19-05-24",1,4.99,0
1600012479,"GENERAL MILLS HONEY NUT CHEERIOS HONEY NUT WHOLE GRAIN OAT BOX SWEETENED 10.8 OZ - 0016000124791","RTE Cereal","Big G","CHEERIOS",166889,11,"20-02-01",1,3.29,0
3000006322,"QKR LIFE CER CINN 13 OZ","RTE Cereal","Quaker","LIFE",49445,26,"19-11-01",1,3.99,0
1600048794,"GEN MILLSCHEX-RICE CEREAL","RTE Cereal","Big G","Chex",17045,2,"21-06-13",3,12.87,0
1600027549,"GEN MILLSCHEX-WHEAT CEREAL","RTE Cereal","Big G","Chex",250349,15,"19-01-24",1,3.99,0
1600012254,"GENERAL MILLS CINNAMON TOAST CRUNCH CINNAMON TOAST WHOLE WHEAT AND RICE BOX SWEETENED 12 OZ - 0016000122541","RTE Cereal","Big G","TOAST CRUNCH",173349,22,"19-01-11",1,3.49,0
3000006322,"QKR LIFE CER CINN 13 OZ","RTE Cereal","Quaker","LIFE",321735,4,"19-01-29",1,3.79,0
3800019886,"KLG FROOT LOOPS 10.1Z","RTE Cereal","Kelloggs","Froot Loops",261330,22,"21-12-12",1,4.39,0
88491201427,"POST HBO W/ALMOND 18OZ","RTE Cereal","Post","Honey Bunches of Oats",344445,13,"19-08-26",2,9.38,0
3800020036,"KELLOGG'S® SPECIAL K® CHOCOLATEY DELIGHT CEREAL","RTE Cereal","Kelloggs","SPECIAL K",70846,16,"19-12-05",1,3.59,0
1600012506,"GM HON NT CHERIOS 15.4Z","RTE Cereal","Big G","CHEERIOS",96955,7,"19-07-30",1,3.69,0
3800014369,"KELLOGG'S® SPECIAL K® VANILLA ALMOND CEREAL","RTE Cereal","Kelloggs","SPECIAL K",359450,21,"20-11-17",1,5.69,0
1600027528,"CHEERIOS CEREAL CHEERIOS","RTE Cereal","Big G","CHEERIOS",402233,1,"20-07-30",1,5.19,0
88491200471,"POST GRAPE NUTS ORIGINAL","RTE Cereal","Post","GRAPE NUTS",182381,15,"19-05-12",1,3.79,0
88491227311,"POST OREO OS CER 11Z","RTE Cereal","Post","Post Cookies - Oreo, NutterButter, Chips Ahoy",90323,8,"21-09-26",1,3.79,0
1862710130,"KASHI CIN FRN TS CRL10Z","RTE Cereal","Kashi","Kashi",194102,7,"20-03-02",1,3.99,0
1600016254,"GM CHEERIOS CIN L 14.3Z","RTE Cereal","Big G","CHEERIOS",196671,25,"20-12-08",1,4.69,0
1862770335,"KASHI OP ISLAND VANILLA","RTE Cereal","Kashi","Kashi",201058,25,"21-06-25",1,3.99,0
3800018171,"KELL FRUIT LOOPS FAMILY","RTE Cereal","Kelloggs","Froot Loops",117592,11,"20-03-15",1,4.99,0
3800018177,"KELL FROSTED FLAKES FMLY","RTE Cereal","Kelloggs","FROSTED FLAKES",353576,11,"19-03-01",1,6.49,0
1600016968,"HONEY NUT CHEERIOS CEREAL","RTE Cereal","Big G","CHEERIOS",374472,6,"21-09-11",1,4.99,0
1600012506,"GM HON NT CHERIOS 15.4Z","RTE Cereal","Big G","CHEERIOS",362816,17,"19-11-03",1,3.79,0
